id;ISBN;naslov;dolzina;povprecna_ocena;stevilo_ocen;leto;opis;url_naslovnice
6545536;9780545060486;The Emperor's Code;190;4.04;38646;2010;As the race to find the 39 Clues builds to its explosive finish, Amy and Dan must explore an ancient culture and steal a Clue guarded by thousands of the world's best-trained soldiers. It's the most dangerous Clue search yet. As their enemies crowd in, Amy and Dan find themselves separated for the first time ever. The choice lies before them - find the next Clue, or find their way back to each other.;https://images.gr-assets.com/books/1357211054l/6545536.jpg
590125;9781599900476;The Empress's Tomb;350;4.15;2915;;"What's happening  in New York City? Giant Squirrels. A Haunted Mansion. Six fierce friends with fiercer secrets. 
 Ananka is in danger of being sent to a remote boarding school; Kiki's life (as always) is in danger, Betty seems to have found love in all the wrong places, and Oona….well, Oona's the one in the most serious trouble of all. From Chinatown to Fifth Avenue, whether they are rescuing kidnapped children or resuscitating an ancient Empress at the Metropolitan Museum of Art, the Irregulars have a knack for finding trouble, and putting it out of its misery.";https://images.gr-assets.com/books/1317064250l/590125.jpg
6550815;9780060871581;The Enchanted Quest;356;3.97;2013;;Far from the Realm of Faerie, a quest to save immortality... A deadly plague is sweeping through Faerie, and no one is immune to its bite. Now, with the guidance of the Dream Weaver, Tania, Rathina, and a mortal ally, Connor, must head off to find the Divine Harper—the only one who can help Tania renew the Faerie Covenant of Immortality. Their quest will soon take them outside the borders of Faerie, to hostile and unwelcoming lands beyond. On their travels, Tania and her companions encounter danger at every turn as they battle pirates, contend with mysterious and mystical beings, and try to outwit those under the sinister grip of the Dark Arts. But when Tania's beloved Edric appears, it looks as if they have help at last. Or do they? As tensions and dangers rise, Tania is forced to question everything and everyone around her in order to decide if she is prepared to make the ultimate sacrifice to save her loved ones.;https://images.gr-assets.com/books/1347580112l/6550815.jpg
8519822;9780385735353;The Enchantress;513;4.24;34244;;The two that are one must become the one that is all. One to save the world, one to destroy it. San Francisco: Nicholas and Perenelle Flamel have one day left to live, and one job left to do. They must defend San Francisco. The monsters gathered on Alcatraz Island have been released and are heading toward the city. If they are not stopped, they will destroy everyone and everything in their path. But even with the help of two of the greatest warriors from history and myth, will the Sorceress and the legendary Alchemyst be able to defend the city? Or is it the beginning of the end of the human race? Danu Talis: Sophie and Josh Newman traveled ten thousand years into the past to Danu Talis when they followed Dr. John Dee and Virginia Dare. And it’s on this legendary island that the battle for the world begins and ends. Scathach, Prometheus, Palamedes, Shakespeare, Saint-Germain, and Joan of Arc are also on the island. And no one is sure what—or who—the twins will be fighting for. Today the battle for Danu Talis will be won or lost. But will the twins of legend stand together? Or will they stand apart—one to save the world and one to destroy it?;https://images.gr-assets.com/books/1317844406l/8519822.jpg
17722973;9780316201544;The Enchantress Returns;517;4.49;24982;;After decades of hiding, the evil Enchantress who cursed Sleeping Beauty is back with a vengeance. Alex and Conner Bailey have not been back to the magical Land of Stories since their adventures in The Wishing Spell ended. But one night, they learn the famed Enchantress has kidnapped their mother! Against the will of their grandmother, the twins must find their own way into the Land of Stories to rescue their mother and save the fairy tale world from the greatest threat it's ever faced.;https://images.gr-assets.com/books/1364843824l/17722973.jpg
125333;9780590629799;The Encounter;154;3.82;5798;;When Tobias, Jake, Rachel, Marco, and Cassie were given the ability to morph, they were also given one very important warning: Never stay in a morph for more than two hours. It seemed a small price to pay, since the kids know that humans everywhere are being forced to let slimy, spineless creatures creep into their brains. And the only way the kids can fight back is not to be human. But Tobias stayed in his morph too long. And now he's a hawk -- with a boy's mind -- forever. Tobias knows they can't give up. That they all made a promise. So now it's four kids and a hawk against a force that's determined to destroy them. Or die trying...;https://images.gr-assets.com/books/1375602690l/125333.jpg
65112;9780064410168;The End;337;3.99;74833;;The last volume of the fabulously popular A Series of Unfortunate Events series, in which the history of the Baudelaire orphans is brought to its end. You are presumably looking at the back of this book, or the end of the end. The end of the end is the best place to begin the end, because if you read the end from the beginning of the beginning of the end to the end of the end of the end, you will arrive at the end of the end of your rope. This book is the last in A Series of Unfortunate Events, and even if you braved the previous twelve volumes, you probably can't stand such unpleasantries as a fearsome storm, a suspicious beverage, a herd of wild sheep, an enormous bird cage, and a truly haunting secret about the Baudelaire parents. It has been my solemn occupation to complete the history of the Baudelaire orphans, and at last I am finished. You likely have some other occupation, so if I were you I would drop this book at once, so the end does not finish you. With all due respect, Lemony Snicket;https://images.gr-assets.com/books/1524761836l/65112.jpg
13012638;9781416995678;The End of Infinity;416;4.44;2747;;Jack Blank confronts his destiny in this action-packed conclusion to the trilogy Publishers Weekly calls a “no-holds-barred adventure.” Ever since Jack Blank learned that he came from the amazing country of the Imagine Nation, he’s known that his fate could go down two very different paths—he could either be the greatest hero the world has ever known, or its greatest villain. Now the final battle is here, and it’s time for Jack to discover the direction of his destiny. The action-packed trilogy concludes with more surprises, twists, and adventure than ever—along with the same humor and heart that has brought so many fans to Jack’s story.;https://images.gr-assets.com/books/1389806611l/13012638.jpg
8614692;9781416975205;The End of Time;421;4.13;1564;;The adventures of Happenstance and Umber reach their epic, surprising, and emotional conclusion. As Happenstance struggles to master his unusual abilities, he realizes that time is running out -- because Umber's rivals threaten to undo all the good he has achieved, while an unexpected new enemy with terrible destructive power approaches the kingdom.;https://images.gr-assets.com/books/1391726825l/8614692.jpg
172327;9780060566210;The Ersatz Elevator;259;4.02;104152;;"Dear Reader, 
 If you have just picked up this book, then it is not too late to put it back down. Like the previous books in A SERIES OF UNFORTUNATE EVENTS, there is nothing to be found in these pages but misery, despair, and discomfort, and you still have time to choose something else to read. Within the chapters of this story, Violet, Klaus and Sunny Baudelaire encounter a darkened staircase, a red herring, some friends in a dire situation, three mysterious initials, a liar with an evil scheme, a secret passageway, and parsley soda. I have sworn to write down these tales of the Baudelaire orphans so the general public will know each terrible thing that has happened to them, but if you decide to read something else instead, you will save yourself from a heapful of horror and woe. 
 With all due respect, 
 Lemony Snicket";https://images.gr-assets.com/books/1514267383l/172327.jpg
363355;9780590494243;The Escape;163;3.79;3107;;Almost nothing could be as bad as finding out your mother is Visser One. The most powerful of all Vissers. The leader of the Yeerk invasion of Earth. But it happened to Marco. And even though he's been handling it pretty well, he knew there'd come a time when he'd have to face her again. Knowing that the Yeerk in her brain had taken his mother away. So when Marco, the other Animorphs, and Ax discover that Visser One is overseeing a secret underwater project, they know they have to check it out. But Marco's not sure if this is a battle he'll be able to fight....;https://images.gr-assets.com/books/1375602895l/363355.jpg
227865;9780141321318;The Eternity Code;352;4.04;106331;;Artemis Fowl has constructed a supercomputer from stolen fairy technology. In the wrong hands it could be fatal for humans and fairies alike. But Artemis has a plan. He's not going to use the computer - he's just going to show it to an American businessman with Mafia connections. What could possibly go wrong?;https://images.gr-assets.com/books/1327945417l/227865.jpg
4769651;9780810983557;The Everafter War;306;4.32;13706;2009;Picking up after the dramatic cliffhanger that ended Book Six, Sabrina and Daphne’s prayers are finally answered when their parents awake from their sleeping spell. But their happy reunion is short-lived, as they are caught in the middle of a war between the Scarlet Hand and Prince Charming’s Everafter army. As the family works to help the prince’s ragtag group of rebels and protect their friends, Sabrina comes face-to-face with the family’s deadliest enemy—the mysterious Master—who reveals a secret so shocking it will rock the entire family to its core. F&P level: U;https://images.gr-assets.com/books/1388278230l/4769651.jpg
23381005;;The Evil We Love;91;4.11;11557;2015;All evil starts somewhere, and Simon Lewis learns how The Circle—led by Valentine Morgenstern—began. One of ten adventures in Tales from the Shadowhunter Academy. The Shadowhunter Academy has only just reopened following the disastrous rise of the Circle. Now the faculty can finally admit to what happened when Valentine was a student. This standalone e-only short story follows the adventures of Simon Lewis, star of the #1 New York Times bestselling series, The Mortal Instruments, as he trains to become a Shadowhunter. Tales from the Shadowhunter Academy features characters from Cassandra Clare’s Mortal Instruments, Infernal Devices, and the upcoming Dark Artifices and Last Hours series. The Evil We Love is written by Cassandra Clare and Robin Wasserman. Read more of Cassandra Clare’s Shadowhunter Chronicles in The Infernal Devices, The Mortal Instruments, and The Bane Chronicles.;https://images.gr-assets.com/books/1433873089l/23381005.jpg
7801229;9781423118244;The Exiled Queen;586;4.34;38236;;Haunted by the loss of his mother and sister, Han Alister journeys south to begin his schooling at Mystwerk House in Oden’s Ford. But leaving the Fells doesn’t mean that danger isn't far behind. Han is hunted every step of the way by the Bayars, a powerful wizarding family set on reclaiming the amulet Han stole from them. And Mystwerk House has dangers of its own. There, Han meets Crow, a mysterious wizard who agrees to tutor Han in the darker parts of sorcery—but the bargain they make is one Han may regret. Meanwhile, Princess Raisa ana’Marianna runs from a forced marriage in the Fells, accompanied by her friend Amon and his triple of cadets. Now, the safest place for Raisa is Wein House, the military academy at Oden's Ford. If Raisa can pass as a regular student, Wein House will offer both sanctuary and the education Raisa needs to succeed as the next Gray Wolf queen. Everything changes when Han and Raisa’s paths cross, in this epic tale of uncertain friendships, cut-throat politics, and the irresistible power of attraction.;https://images.gr-assets.com/books/1285276245l/7801229.jpg
286582;9780590762618;The Experiment;139;3.65;2135;;The Yeerks are ready to control humans where it counts -- in their DNA. They're working on a drug that saps humans of their free will. But the Animorphs show them that human free will runs deeper than any drug can reach,;https://images.gr-assets.com/books/1375603481l/286582.jpg
125341;9780590762601;The Exposed;154;3.73;2266;;To rescue their android friends, the Chee, the Animorphs must use a giant squid morph to get to the Chee ship deep in a trench beneath the ocean. And they must reach the ship before Visser Three does.;https://images.gr-assets.com/books/1375603350l/125341.jpg
363359;9780439051187;The Extreme;;3.73;2228;;It's time for the Animorphs to acquire some cold-weather morphs. The Yeerks are at it again, and they're causing trouble near one of the coldest places on earth: The North Pole.;https://images.gr-assets.com/books/1388541910l/363359.jpg
16043857;9781444707274;The Eye of Zoltar;401;4.15;4564;2014;The Mighty Shandar, the most powerful wizard the world has ever seen, returns to the Ununited Kingdoms. Clearly, he didn't solve the Dragon Problem, and must hand over his fee: eighteen dray-weights of gold. But the Mighty Shandar doesn't do refunds, and vows to eliminate the dragons once and for all - unless sixteen-year-old Jennifer Strange and her sidekicks from the Kazam house of enchantment can bring him the legendary jewel, The Eye of Zoltar. The only thing that stands in their way is a perilous journey with a 50% Fatality Index - through the Cambrian Empire to the Leviathan Graveyard, at the top of the deadly Cadir Idris mountain. It's a quest like never before, and Jennifer soon finds herself fighting not just for her life, but for everything she knows and loves . . .;https://images.gr-assets.com/books/1383675220l/16043857.jpg
4893390;9780007302147;The Faceless Ones;395;4.4;18242;;The third bone-breaking, belly-busting adventure in the series that puts the “funny” back in, um, funny series. That didn’t really work, did it? If you’ve read the previous Skulduggery books then you know what the Faceless Ones are — and if you know what the Faceless Ones are, then you can probably take a wild guess that things in this book are going to get AWFULLY sticky for our skeletal hero and his young sidekick. If you haven’t read the previous Skulduggery books then what are you doing reading this? Go and read them right now, so that you know what all that stuff in the previous paragraph was about. Done? Good. So now you’re on tenterhooks too, desperately awaiting the answers to all your questions, and instead you’re going to have to wait to read the book. Sorry about that.;https://images.gr-assets.com/books/1347680563l/4893390.jpg
8735255;9781599904764;The Faeman Quest;368;3.78;727;2011;When you're the daughter of faerie royalty - born and raised in a faerie palace, with a kingdom's worth of magic at your fingertips - what kind of place could possibly seem exotic? The human world, of course! And that's exactly where Princess Melia is headed. All she has to do is cast a spell on her parents, King Consort Henry and Queen Holly Blue, to make them forget they ever had a daughter. Anticipating nothing more than a day's outing, Mena is not prepared for a portal miscalculation that accidentally lands her in Haleklind, where she discovers rebel forces preparing an invasion using a terrifying new magical weapon. And that's not the only plot threatening the Faerie Realm. The evil lord Hairstreak has returned - though he's now an evil head in an evil box. That doesn't stop him from launching his most nefarious plan yet to gain control of the Realm - and he won't let a little thing like a princess stand in his way.;https://images.gr-assets.com/books/1312066845l/8735255.jpg
25272178;9780988936461;The Fall of Brackenbone;225;4.07;82;;Two very different worlds, Easton Falls University and the magical realm of Everville are in dire need of a hero. Owen Sage embarks on an epic journey of monumental proportions to save these worlds all while fighting to keep the world within himself intact. This quest is not for the faint of heart nor is it for the weak of mind—only the bravest will succeed. Discovering the well-kept secret of The Fourth Pillar of Truth is only part of the feat. Owen will have to outwit the ever-powerful villain Governor Jahal and overcome countless other challenges along the way. Amongst all of the dragons, giants and grand chaos, will Owen's acquired skills and wisdom be enough to save both worlds or will peril be the ultimate fate of all?;https://images.gr-assets.com/books/1428982715l/25272178.jpg
15861491;9780061974618;The Fall of Five;355;4.24;49750;2013;The Garde are finally reunited, but do they have what it takes to win the war against the Mogadorians? John Smith—Number Four—thought that things would change once the Garde found each other. They would stop running. They would fight the Mogadorians. And they would win. But he was wrong. After facing off with the Mogadorian ruler and almost being annihilated, the Garde know they are drastically unprepared and hopelessly outgunned. Now they’re hiding out in Nine’s Chicago penthouse, trying to figure out their next move. The six of them are powerful, but they’re not strong enough yet to take on an entire army—even with the return of an old ally. To defeat their enemy, the Garde must master their Legacies and learn to work together as a team. More importantly, they’ll have to discover the truth about the Elders and their plan for the Loric survivors. And when the Garde receive a sign from Number Five—a crop circle in the shape of a Loric symbol—they know they are so close to being reunited. But could it be a trap? Time is running out, and the only thing they know for certain is that they have to get to Five before it’s too late. The Garde may have lost battles, but they will not lose this war. Lorien will rise again.;https://images.gr-assets.com/books/1375365364l/15861491.jpg
1718577;9780439837767;The Fall of the Templar;304;4.11;1542;;The action-packed third installment of the legend of the GREY GRIFFINS! The epic battle between the Grey Griffins and forces of evil continues, as Max, Harley, and Natalia face off against Morgan La Fey and Lord Sumner. The friends also struggle to find a way to save Ernie, who remains trapped in an enchanted coma, and Max must come to terms with his father's most wicked betrayal. The Grey Griffins and the Templar knights stage the last stand-off to save the world and the Land of Faerie....;https://images.gr-assets.com/books/1328843000l/1718577.jpg
363352;9780439115155;The Familiar;143;3.69;1634;;Jake wakes up one morning to find he is suddenly twenty-five years old, the Yeerks rule the world, all the other Animorphs are either dead or Yeerk-infested, and he alone is left to fight.;https://images.gr-assets.com/books/1375604085l/363352.jpg
12291646;B009AJOOE0;The Far West;389;4.06;3560;;When the government forms an expedition to map the Far West, Eff has the opportunity to travel farther than anyone in the world. With twin Lan, William, Professor Torgeson, Wash, and Professor Ochiba, she finds that nothing on the wild frontier is as they expected. There are strange findings in their research, a long prairie winter spent in too-close quarters, and more new species, magical and otherwise, dangerous and benign, than they ever expected to find. When spring comes, the explorers realize how tenuous life near the Great Barrier Spell must stop a magical flood in a hurry. Eff's unique way of viewing magic has saved the settlers time and again, now all of Columbia is at risk.;https://images.gr-assets.com/books/1348615308l/12291646.jpg
47906;9780765342713;The Farseekers;320;4.14;6441;1990;A Children's Book Council of Australia Honor Book In this powerful sequel to Obernewtyn , young Elspeth Gordie-possessed of extraordinary mental powers-has united with others Misfits for refuge on the remote mountain keep of Obernewtyn. Yet the threat from the totalitarian Council to their safety is ever present. Their only defense is to work hard to develop their mental powers before an inevitable confrontation. But when Elspeth is lured off the mountain in a dangerous quest to rescue a powerful Misfit, the fate of the Obernewtyn colony will hang in the balance.;https://images.gr-assets.com/books/1312026259l/47906.jpg
13667;9781416509646;The Farthest Shore;259;4.12;77706;;Book Three of Ursula K. Le Guin's Earthsea CycleDarkness threatens to overtake Earthsea: the world and its wizards are losing their magic. Despite being wearied with age, Ged Sparrowhawk -- Archmage, wizard, and dragonlord -- embarks on a daring, treacherous journey, accompanied by Enlad's young Prince Arren, to discover the reasons behind this devastating pattern of loss. Together they will sail to the farthest reaches of their world -- even beyond the realm of death -- as they seek to restore magic to a land desperately thirsty for it.With millions of copies sold worldwide, Ursula K. Le Guin's Earthsea Cycle has earned a treasured place on the shelves of fantasy lovers everywhere, alongside the works of such beloved authors as J. R. R. Tolkien and C. S. Lewis.;https://images.gr-assets.com/books/1388200537l/13667.jpg
24488476;B00QQMG6B8;The Fate of Ten;416;4.32;21993;;The sixth book in the thrilling, action-packed, New York Times bestselling I Am Number Four series! For years the Garde have fought the Mogadorians in secret. Now all of that has changed. The invasion has begun. If the Garde can't find a way to stop the Mogs, humanity will suffer the same fate as the Lorien: annihilation. There is still hope. When the Elders sent the Garde to Earth, they had a plan—one which the Garde are finally starting to understand. In the climax of The Revenge of Seven , a group of the Garde traveled to an ancient pyramid in Mexico known to their people as the Sanctuary. There they awoke a power that had been hidden within our planet for generations. Now this power can save the world . . . or destroy it. It will all depend on who wields it.;https://images.gr-assets.com/books/1429799057l/24488476.jpg
6185409;9780375838989;The Fiend and the Forge;547;4.12;6354;;The Tapestry series continues to weave threads of fantasy, mythology, science fiction, and mystery into a wholly original adventure that appeals to fans of everything from Harry Potter to Lord of the Rings to The X-Men. Genre-blending and fully illustrated, The Tapestry novels have caught the attention of middle-grade and young adult readers alike—and the series is only getting bigger. Book One, The Hound of Rowan, was a boarding-school fantasy that School Library Journal called “a solid and worthwhile beginning . . . [that] should help ease the suffering once Harry Potter withdrawal sets in.” Book Two, The Second Siege, was an epic quest about which Kirkus Reviews said, “After devouring this title, young fans will clamor for more.” Book Three, The Fiend and the Forge, is an unforgettable dystopian adventure across a landscape overrun with goblins and trolls. The world has changed almost beyond recognition, for with the Book of Origins firmly in his possession, the villainous Astaroth now has the power to reshape history at will. Plucking pivotal discoveries from mankind’s past, he has reduced the world to a preindustrial nightmare. But while most humans toil as slaves within four demonic kingdoms, Astaroth allows those at Rowan to thrive in peaceful isolation. Theirs is a land where magic and nature flourish . . . so long as none dare oppose the new order. That proves too steep a price for Max McDaniels. Unsure of his place at Rowan, Max sets out to explore the shifting landscape of the world beyond. In the course of his travels, he will become many things: Prisoner. Gladiator. Assassin. But can he become the hero that mankind so desperately needs? In the third book of The Tapestry, author–illustrator Henry H. Neff takes the series in an exciting new direction, creating a fascinating dystopia in which myth, history, and monsters collide. Visit www.rowanacademy.com for original content, exclusive artwork, and more! From the Hardcover edition.;https://images.gr-assets.com/books/1397965166l/6185409.jpg
23381009;;The Fiery Trial;64;4.23;10558;;Emma Carstairs and Julian Blackthorn become parabatai. Simon and Clary both act as their witnesses, so they can see what a parabatai bond forming looks like as they want to become parabatai as soon as Simon graduates — and because Emma asked Clary. The ritual goes unexpectedly …;https://images.gr-assets.com/books/1439325541l/23381009.jpg
13260751;9781442451551;The Final Descent;320;3.84;2416;;Will Henry and Dr. Warthrop have encountered many horrors together—but can Will endure a monstrumological terror without his mentor? Will Henry has been through more that seems possible for a boy of fourteen. He’s been on the brink of death on more than one occasion, he has gazed into hell—and hell has stared back at him, and known his face. But through it all, Dr. Warthrop has been at his side. When Dr. Warthrop fears that Will’s loyalties may be shifting, he turns on Will with a fury, determined to reclaim his young apprentice’s devotion. And so Will must face one of the most horrific creatures of his monstrumology career—and he must face it alone. Over the course of one day, Will’s life—and Pellinor Warthrop’s destiny—will lie in balance. In the terrifying depths of the Monstrumarium, they will face a monster more terrible than any they could have imagined—and their fates will be decided.;https://images.gr-assets.com/books/1357871543l/13260751.jpg
1020421;9781423108436;The Final Eclipse;265;4.02;2274;;Vanessa, Serena, Jimena, Catty, and Tiana are five seemingly ordinary girls from Los Angeles. But the truth is that they are all far from ordinary. They each have a secret power that separates them from others-and makes them Daughters of the Moon. Now, on the eve of Vanessa's seventeenth birthday, the Daughters face their final battle against the evil Atrox. But in saving the world will the Daughters lose each other?;https://images.gr-assets.com/books/1190770537l/1020421.jpg
83502;9781587172441;The Final Reckoning;304;4.09;943;1990;Robin Jarvis's thrilling finale to the Deptford Mice Trilogy is now available in paperback. Back from the dead, the spirit of Jupiter-the evil cat who was once Lord of the sewer rats-wreaks more destruction than ever. The Deptford Mice Feel his chilling grasp everywhere they turn and know they face the most desperate struggle of their lives. Will anyone survive?;https://images.gr-assets.com/books/1347729944l/83502.jpg
33921998;9781481497039;The Final Spark;316;4.24;2570;;The Electroclan is facing a devastating loss: Michael is missing. What’s next? The battle on the island of Hades ended with a devastating explosion that left the island a smoking ruin and much of Hatch’s army dead. Hatch survived, however, and while his plans have certainly suffered a setback, he’s more determined than ever to bring the world’s governments under his control. But first, he wants to wipe out the resistance and capture the remaining members of the Electroclan. As Hatch’s forces storm into action, it seems nothing can stand in their way. The Electroclan is divided. The voice is captured, and Michael’s mother is being used as bait to lure the leader of the resistance out of hiding. Can anything—or anyone—stop the Elgen? Or is this the end?;https://images.gr-assets.com/books/1505139031l/33921998.jpg
21813486;9781620100189;The Final Spell;156;4.29;329;;On the run from the Coven with her former teacher Calpurnia, Courtney Crumrin is quickly learning just how sinister the witches and warlocks of Hillsborough can be - but she never thought she'd see the day when Uncle Aloysius turned on her as well. It's a lot harder to fight a battle when the only family you care about is against you, and Courtney's only salvation may lie in the Twilight Kingdom - and away from the mortal world. But Aloysius won't give up his niece so easily, even if he has to fight the night creatures to do it!;https://images.gr-assets.com/books/1400883200l/21813486.jpg
1829709;9780316002868;The Final Warning;256;3.85;61781;;In this breathtaking new story from the astonishing imagination of James Patterson, a girl has to save herself from an army assembled just to capture her -- and maybe save the planet while she's at it. Maximum Ride is a perfectly normal teenager who just happens to be able to fly , the result of an out-of-control government experiment. Max and the other members of the Flock -- six kids who share her remarkable ability -- have been asked to aid a group of environmental scientists studying the causes of global warming. The expedition seems like a perfect combination of adventure, activism -- and escaping government forces who watch the Flock like a hawk. But even in Antarctica, trapped in the harshest weather on our planet, Maximum Ride is an irresistible target in constant danger. For whoever controls her powers could also control the world. Maximum Ride is James Patterson's greatest character, a heroine who manages to be human and fearless at once.;https://images.gr-assets.com/books/1440631506l/1829709.jpg
10778410;9781611139853;The Fire;352;3.87;16597;2011;Whit and Wisty Allgood have sacrificed everything to lead the resistance against the merciless totalitarian regime that governs their world. Its supreme leader, The One Who Is The One, has banned everything they hold dear: books, music, art, and imagination. But the growing strength of the siblings' magic hasn't been enough to stop the One's evil rampage, and now he's executed the only family they had left. Wisty knows that the time has finally come for her to face The One. But her fight and her fire only channel more power to this already invincible being. How can she and Whit possibly prepare for their imminent showdown with the ruthless villain that devastated their world-before he can truly become all-powerful? In this stunning climax of the epic Witch & Wizard series, the stakes have never been higher-and the consequences will change everything.;https://images.gr-assets.com/books/1472948949l/10778410.jpg
13262797;9780375868719;The Fire Chronicle;437;4.24;6706;2012;After the tumultuous events of last winter, Kate, Michael, and Emma long to continue the hunt for their missing parents. But they themselves are now in great danger, and so the wizard Stanislaus Pym hides the children at the Edgar Allan Poe Home for Hopeless and Incorrigible Orphans. There, he says, they will be safe. How wrong he is.  The children are soon discovered by their enemies, and a frantic chase sends Kate a hundred years into the past, to a perilous, enchanted New York City. Searching for a way back to her brother and sister, she meets a mysterious boy whose fate is intricately—and dangerously—tied to her own. Meanwhile, Michael and Emma have set off to find the second of the Books of Beginning. A series of clues leads them into a hidden world where they must brave harsh polar storms, track down an ancient order of warriors, and confront terrible monsters. Will Michael and Emma find the legendary book of fire—and master its powers—before Kate is lost to them forever?  Exciting, suspenseful, and brimming with humor and heart, the next installment of the bestselling Books of Beginning trilogy will lead Kate, Michael, and Emma closer to their family—and to the magic that could save, or destroy, them all.;https://images.gr-assets.com/books/1403664360l/13262797.jpg
1285223;9780753414705;The Fire Thief Fights Back;224;3.77;591;;In 1785 Eden City, Sam and his mother's Magical Medicine Show is going down a storm, especially with Prometheus helping them out. Suddenly they are rumbled. Luckily for them Zeus is in Eden City looking for the Avenger, so he saves them. In return Sam has to help Zeus defeat seven monsters who have descended on the city.;https://images.gr-assets.com/books/1408931852l/1285223.jpg
11181274;9781442412279;The First Dragon;304;4.31;425;;Restoring the Archipelago of Dreams comes with a precious price in this final volume of the critically acclaimed Chronicles of the Imaginarium Geographica series. To save the world, Charles, the Grail Child Rose Dyson, and Edmund McGee must travel deep into the past to discover the identity of the mythical Architect of the Keep of Time. However, even if that tower can be restored, the Archipelago of Dreams is still missing. Somehow, the first Dragon must be found to restore the lands to what they once were. But fulfilling their mission may be giving the Echthroi exactly what they wanted all along… In this chilling conclusion to the critically acclaimed Chronicles of the Imaginarium Geographica series, the Caretakers will have to trust those who were once enemies, defeat the worst within themselves, and discover what may be the most important truth of all: where there is hope, and will, and courage, redemption is always possible.;https://images.gr-assets.com/books/1363758300l/11181274.jpg
8008715;9780545126588;The Five Fakirs of Faizabad;432;3.94;1434;2010;John and Philippa Gaunt are off on another spellbinding adventure in bestselling author P. B. Kerr's Children of the Lamp series! John and Philippa Gaunt are all ready for their lives to return to normal now that their mother has given up her djinn powers. But the siblings are quickly drawn into yet another mystery when the world's luck tips wildly out of balance (to the world's detriment). The key to the world's fate lies with five fakirs who were buried alive, each of whom guards a secret that can answer a great question of the universe. But there's an evil djinn desperate to dig up the secrets. Without their mother's powerful magic, John and Philippa must face this djinn alone.;https://images.gr-assets.com/books/1286776966l/8008715.jpg
18892;9780451454249;The Forest House;462;3.85;15979;1993;The Forest House— prequel to The Mists of Avalon, Marion Zimmer Bradley’s beloved and enduring classic — is a mesmerizing epic of one woman’s mythic role at a turning point in history.In a Britain struggling to survive Roman invasion, Eilan is the daughter of a Druidic warleader, gifted with visions and marked by fate to become a priestess of the Forest House. But fate also led Eilan to Gaius, a soldier of mixed blood, son of the Romans sent to subdue the native British. For Gaius, Eilan felt forbidden love, and her terrible secret will haunt her even as she is anointed as the new High Priestess. With mighty enemies poised to destroy the magic the Forest House shelters, Eilan must trust in the power of the great Goddess to lead her through the treacherous labyrinth of her destiny. Take The Forest House Quiz!;https://images.gr-assets.com/books/1319444215l/18892.jpg
363392;9780590997324;The Forgotten;162;3.73;3306;1997;There's been an accident. Someone crash-landed a Yeerk Bug fighter. And the Yeerks have been trying to cover it up - quickly. But not before Tobias spots it. So the Animorphs and Ax decide to steal the ship to show the world that Earth has been invaded.;https://images.gr-assets.com/books/1319308682l/363392.jpg
22529349;9781619634855;The Forgotten Sisters;336;4.15;5855;;After a year at the king's palace, Miri has learned all about being a proper princess. But the tables turn when the student must become the teacher! Instead of returning to her beloved Mount Eskel, Miri is ordered to journey to a distant swamp and start a princess academy for three sisters, cousins of the royal family. Unfortunately, Astrid, Felissa, and Sus are more interested in hunting and fishing than becoming princesses. As Miri spends more time with the sisters, she realizes the king and queen's interest in them hides a long-buried secret. She must rely on her own strength and intelligence to unravel the mystery, protect the girls, complete her assignment, and finally make her way home. Fans of Shannon Hale won't want to miss this gorgeously woven return to this best-selling, award-winning series.;https://images.gr-assets.com/books/1418629528l/22529349.jpg
11644019;9780061996306;The Fourth Stall Part II;288;4.32;1073;;The life of crime is good.Mac has taken down legendary high school crime boss Staples, business has been booming, and Mac and Vince are getting ready for middle school baseball tryouts. But this can’t last. Mac has always tried to keep his friends close and his enemies closer. But what happens when you can’t tell the difference? This dilemma walks into the fourth stall in the form of Trixie Von Parkway—an eighth grader with a mean look and an even meaner predicament. The new science teacher is terrorizing her, and she needs Mac to get him off her back. Seems simple enough, but as Mac starts to dig deeper, he finds even more trouble brewing at his school, including a new administrator bent on destroying his business, and indications that Trixie isn’t who she claims to be. In the past, the worst thing that could have happened to Mac was that he might lose a little money, maybe catch a beating. In The Fourth Stall Part II , though, there’s going to be much more on the line than that.;https://images.gr-assets.com/books/1327983296l/11644019.jpg
15778675;;The Fourth Stall Part III;304;4.34;703;;The saga of Mac, Vince, and middle school organized crime comes to a thrilling conclusion in THE FOURTH STALL PART III. Their business is finished, and Mac’s and Vince’s lives have become something they have never been before: simple. None of the fortune or the glory and none of the risk or threat of juvenile prison. There’s even a new business that has stepped in to take their place (and take the heat off Mac and Vince for once). Things couldn’t be better. But that was before things at their middle school started to go haywire. Before they found out that there’s a new crime boss at school in the town over trying to consolidate power. And before their old nemesis, Staples, came back to town begging for help after his stint in the clink. Just when Mac and Vince thought they were out, the business pulls them back in. But this time, will they be able to escape with their lives and permanent records intact?;https://images.gr-assets.com/books/1343706295l/15778675.jpg
2743031;9780099205319;The Fox Cub Bold;168;4.08;259;1983;The fox cub Bold has left White Deer Park to make his own life. But when he is wounded by a hunter's bullet, will he be able to survive, alone and unable to find food? The author also wrote In the Grip of Winter, The Siege of White Deer Park, The Adventures of Mole, The Adventures of Toad.;https://images.gr-assets.com/books/1300272602l/2743031.jpg
